Volatility 3 Framework 2.26.0

Offset	Name
0x9c0c5923f720	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ContentDeliveryManager_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5923f8b0	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\40C68D5626484A90937F0752C8B950AB
0x9c0c5923fa40	\Windows\System32\en-US\wscapi.dll.mui
0x9c0c5923fbd0	\Windows\servicing\Packages\Microsoft-Windows-msmq-triggers-Opt-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.mum
0x9c0c5923fd60	\Windows\servicing\Packages\Microsoft-Windows-Embedded-KeyboardFilter-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.mum
0x9c0c5923fef0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe\ActivationStore.dat
0x9c0c59240080	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\8EC9B1D0ABBD7F98B401D425828828CE_48D59159C91F321E643B1C314FADCEE3
0x9c0c592403a0	\Program Files (x86)\Microsoft\EdgeUpdate\1.3.199.11\psmachine.dll
0x9c0c59240530	\$Directory
0x9c0c592406c0	\Windows\SysWOW64\diagnosticdataquery.dll
0x9c0c59240850	\Windows\SysWOW64\SystemSettings.DataModel.dll
0x9c0c592409e0	\$Directory
0x9c0c59240d00	\Users\client 1\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\57C8EDB95DF3F0AD4EE2DC2B8CFD4157
0x9c0c59241340	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat
0x9c0c592414d0	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\C46E7B0F942663A1EDC8D9D6D7869173_6043FC604A395E1485AF7AC16D16B7CE
0x9c0c59241660	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\C86BD7751D53F10F65AAAD66BBDF33C7
0x9c0c592417f0	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\DC2135CED98D8A4D7C0CEE202BB0B810
0x9c0c59241b10	\$Directory
0x9c0c59241e30	\Users\client 1\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_CBDCCBFE4F7A916411C1E69BDD97BB04
0x9c0c5926deb0	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTSgrmEtwSession.etl
0x9c0c592a4a20	\$NonCachedIo
0x9c0c594628f0	\$MapAttributeValue
0x9c0c596854a0	\$Directory
0x9c0c59687570	\$Directory
0x9c0c59688510	\$Directory
0x9c0c596886a0	\$Directory
0x9c0c59688b50	\$Directory
0x9c0c59689320	\$Directory
0x9c0c59689c80	\$Directory
0x9c0c5968a5e0	\$Directory
0x9c0c5968a900	\$Directory
0x9c0c5968aa90	\$Directory
0x9c0c5968b0d0	\$Directory
0x9c0c5968ba30	\$Directory
0x9c0c5968bee0	\$Directory
0x9c0c5968c390	\$Directory
0x9c0c5968c6b0	\$Directory
0x9c0c5968d1a0	\$Directory
0x9c0c5968d650	\$Directory
0x9c0c5968d7e0	\$Directory
0x9c0c5968db00	\$Directory
0x9c0c5968de20	\$Directory
0x9c0c5968e140	\$Directory
0x9c0c5968e910	\$Directory
0x9c0c5968f400	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx4-US-OC-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.cat
0x9c0c5968f720	\$Directory
0x9c0c5968fa40	\$Directory
0x9c0c5968fd60	\$Directory
0x9c0c59690b70	\$Directory
0x9c0c59690d00	\Windows\System32\offreg.dll
0x9c0c59691b10	\Windows\System32\en-US\dimsjob.dll.mui
0x9c0c596922e0	\Windows\System32\dimsjob.dll
0x9c0c59692600	\$Directory
0x9c0c59692790	\$Directory
0x9c0c59692920	\$Directory
0x9c0c596935a0	\$Directory
0x9c0c59693730	\$Directory
0x9c0c596938c0	\$Directory
0x9c0c596943b0	\$Directory
0x9c0c59694860	\$Directory
0x9c0c596962f0	\$Directory
0x9c0c59696610	\Windows\System32\acproxy.dll
0x9c0c59697290	\Windows\System32\en-US\msdrm.dll.mui
0x9c0c596975b0	\$Directory
0x9c0c596999a0	\Windows\System32\msdrm.dll
0x9c0c5969a620	\Windows\System32\appidsvc.dll
0x9c0c5969a7b0	\$Directory
0x9c0c5969a940	\Windows\System32\invagent.dll
0x9c0c5969b750	\Windows\System32\en-US\applockercsp.dll.mui
0x9c0c5969ba70	\$Directory
0x9c0c5969c0b0	\Windows\System32\AppLockerCSP.dll
0x9c0c5969c3d0	\$Directory
0x9c0c5969c6f0	\Windows\System32\dssvc.dll
0x9c0c5969c880	\Windows\System32\en-US\Startupscan.dll.mui
0x9c0c5969ca10	\Windows\System32\Startupscan.dll
0x9c0c5969cd30	\$Directory
0x9c0c5969d500	\Windows\System32\en-US\AppHostRegistrationVerifier.exe.mui
0x9c0c5969e310	\Windows\System32\en-US\Windows.Storage.ApplicationData.dll.mui
0x9c0c5969e4a0	\$Directory
0x9c0c5969ee00	\Windows\System32\Windows.Storage.ApplicationData.dll
0x9c0c5969f2b0	\$Directory
0x9c0c5969f440	\Windows\System32\AppListBackupLauncher.dll
0x9c0c596a00c0	\$Directory
0x9c0c596a1510	\$Directory
0x9c0c596a4ee0	\$Directory
0x9c0c596a72d0	\Windows\System32\pstask.dll
0x9c0c596a75f0	\$Directory
0x9c0c596a7aa0	\Windows\System32\en-US\acproxy.dll.mui
0x9c0c596a7dc0	\$Directory
0x9c0c596a8400	\$Directory
0x9c0c596a8590	\Windows\System32\bthudtask.exe
0x9c0c596a9210	\Windows\System32\en-US\bthudtask.exe.mui
0x9c0c596a9240	銘奪鰌￿銘奪鰌￿
0x9c0c596a9530	\Windows\System32\bisrv.dll
0x9c0c596a99e0	\$Directory
0x9c0c596aa7f0	\$Directory
0x9c0c596aae30	\$Directory
0x9c0c596abab0	\$Directory
0x9c0c596abc40	\Windows\System32\en-US\ngctasks.dll.mui
0x9c0c596ac5a0	\$Directory
0x9c0c596ac8c0	\Windows\System32\ngctasks.dll
0x9c0c596acd70	\Windows\System32\fclip.exe
0x9c0c596ad6d0	\Windows\System32\ClipUp.exe
0x9c0c596ad9f0	\Windows\System32\dfdts.dll
0x9c0c596add10	\Windows\System32\en-US\pstask.dll.mui
0x9c0c596ae1c0	\Windows\System32\en-US\fclip.exe.mui
0x9c0c596ae990	\Windows\System32\CloudRestoreLauncher.dll
0x9c0c596aeb20	\$Directory
0x9c0c596af610	\$Directory
0x9c0c596afc50	\$Directory
0x9c0c596b05b0	\Windows\System32\en-US\discan.dll.mui
0x9c0c596b0a60	\Windows\System32\MitigationClient.dll
0x9c0c596b0d80	\$Directory
0x9c0c596b1a00	\$Directory
0x9c0c596b1b90	\Windows\System32\en-US\CloudRestoreLauncher.dll.mui
0x9c0c596b1d20	\$Directory
0x9c0c596b2680	\Windows\System32\en-US\wsqmcons.exe.mui
0x9c0c596b2b30	\Windows\System32\en-US\usbceip.dll.mui
0x9c0c596b2cc0	\Windows\System32\usbceip.dll
0x9c0c596b2e50	\Windows\System32\discan.dll
0x9c0c596b37b0	\$Directory
0x9c0c596b45c0	\Windows\System32\DeviceSetupManager.dll
0x9c0c596b5a10	\Windows\System32\defragsvc.dll
0x9c0c596b5ba0	\$Directory
0x9c0c596b5d30	\$Directory
0x9c0c596b61e0	\$Directory
0x9c0c596b6820	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-Perfcounters-Client~31bf3856ad364e35~amd64~~10.0.19041.1.cat
0x9c0c596b6cd0	\$Directory
0x9c0c596b6e60	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-Perfcounters-Extended~31bf3856ad364e35~amd64~~10.0.19041.1.cat
0x9c0c596b7c70	\$Directory
0x9c0c596b8440	\$Directory
0x9c0c596b9700	\$Directory
0x9c0c596b9d40	\$Directory
0x9c0c596ba6a0	\Windows\System32\en-US\sdiagschd.dll.mui
0x9c0c596bab50	\Windows\System32\sdiagschd.dll
0x9c0c596bb7d0	\$Directory
0x9c0c596bc5e0	\$Directory
0x9c0c596bc900	\Windows\System32\srm.dll
0x9c0c596bca90	\$Directory
0x9c0c596bd0d0	\$Directory
0x9c0c596bd3f0	\Windows\System32\en-US\DFDTS.dll.mui
0x9c0c596be390	\Windows\System32\fhtask.dll
0x9c0c596be6b0	\Windows\System32\cleanmgr.exe
0x9c0c596bf330	\Windows\System32\en-US\MitigationConfiguration.dll.mui
0x9c0c596bfe20	\$Directory
0x9c0c596c0910	\$Directory
0x9c0c596c0dc0	\$Directory
0x9c0c596c1270	\Windows\System32\en-US\fhtask.dll.mui
0x9c0c596c1400	\$Directory
0x9c0c596c1a40	\Windows\System32\MitigationConfiguration.dll
0x9c0c596c1bd0	\$Directory
0x9c0c596c23a0	\$Directory
0x9c0c596c2530	\$Directory
0x9c0c596c26c0	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx3-WCF-OC-Package~31bf3856ad364e35~amd64~~10.0.19041.1.cat
0x9c0c596c3340	\$Directory
0x9c0c59e92210	\Windows\System32\drivers\EhStorClass.sys
0x9c0c59f021e0	\$Directory
0x9c0c59f02370	\$Directory
0x9c0c59f02500	\$Directory
0x9c0c59f02690	\$Directory
0x9c0c59f02820	\Windows\System32\LocationNotificationWindows.exe
0x9c0c59f03180	\$Directory
0x9c0c59f03310	\$Directory
0x9c0c59f037c0	\$Directory
0x9c0c59f03e00	\Windows\System32\LanguageComponentsInstaller.dll
0x9c0c59f04120	\$Directory
0x9c0c59f042b0	\$Directory
0x9c0c59f045d0	\Windows\System32\en-US\WindowsActionDialog.exe.mui
0x9c0c59f048f0	\Windows\System32\en-US\LocationNotificationWindows.exe.mui
0x9c0c59f04a80	\$Directory
0x9c0c59f04c10	\$Directory
0x9c0c59f04da0	\Windows\System32\WinSATAPI.dll
0x9c0c59f05250	\Windows\System32\coreglobconfig.dll
0x9c0c59f053e0	\$Directory
0x9c0c59f05570	\$Directory
0x9c0c59f05890	\Windows\System32\WindowsActionDialog.exe
0x9c0c59f05bb0	\Windows\System32\en-US\MemoryDiagnostic.dll.mui
0x9c0c59f05d40	\$Directory
0x9c0c59f061f0	\Windows\System32\TempSignedLicenseExchangeTask.dll
0x9c0c59f06380	\Windows\System32\en-US\WinSATAPI.dll.mui
0x9c0c59f06830	\$Directory
0x9c0c59f06e70	\Windows\System32\en-US\LanguageComponentsInstaller.dll.mui
0x9c0c59f07320	\$Directory
0x9c0c59f077d0	\$Directory
0x9c0c59f07af0	\$Directory
0x9c0c59f08130	\$Directory
0x9c0c59f082c0	\Windows\System32\LanguageOverlayServer.dll
0x9c0c59f08450	\$Directory
0x9c0c59f08a90	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx3-OnDemand-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1.cat
0x9c0c59f09260	\$Directory
0x9c0c59f093f0	\Windows\System32\MemoryDiagnostic.dll
0x9c0c59f09580	\$Directory
0x9c0c59f09710	\$Directory
0x9c0c59f09bc0	\$Directory
0x9c0c59f0a390	\$Directory
0x9c0c59f0a520	\Windows\System32\autopilot.dll
0x9c0c59f0a6b0	\Windows\System32\en-US\lpremove.exe.mui
0x9c0c59f0a840	\$Directory
0x9c0c59f0ab60	\$Directory
0x9c0c59f0acf0	\$Directory
0x9c0c59f0b4c0	\$Directory
0x9c0c59f0b7e0	\$Directory
0x9c0c59f0b970	\$Directory
0x9c0c59f0be20	\Windows\System32\TpmTasks.dll
0x9c0c59f0c140	\$Directory
0x9c0c59f0c460	\Windows\System32\en-US\MbaeParserTask.exe.mui
0x9c0c59f0c5f0	\$Directory
0x9c0c59f0c780	\$Directory
0x9c0c59f0caa0	\Windows\System32\nettrace.dll
0x9c0c59f0cc30	\Windows\System32\MbaeParserTask.exe
0x9c0c59f0d0e0	\Windows\System32\PlaySndSrv.dll
0x9c0c59f0d590	\Windows\System32\en-US\PlaySndSrv.dll.mui
0x9c0c59f0d720	\Windows\System32\en-US\nettrace.dll.mui
0x9c0c59f0d8b0	\$Directory
0x9c0c59f0da40	\Windows\System32\wifitask.exe
0x9c0c59f0dbd0	\$Directory
0x9c0c59f0e080	\Windows\System32\en-US\WiFiTask.exe.mui
0x9c0c59f0e210	\Windows\System32\en-US\TpmTasks.dll.mui
0x9c0c59f0e850	\$Directory
0x9c0c59f0e9e0	\Windows\System32\en-US\pnppolicy.dll.mui
0x9c0c59f0ee90	\$Directory
0x9c0c59f0f340	\$Directory
0x9c0c59f0f4d0	\Output
0x9c0c59f0f7f0	\$Directory
0x9c0c59f0f980	\Windows\System32\rasmbmgr.dll
0x9c0c59f0fb10	\$Directory
0x9c0c59f10150	\Windows\System32\sppnp.dll
0x9c0c59f102e0	\$Directory
0x9c0c59f10600	\Windows\System32\msra.exe
0x9c0c59f10920	\Windows\System32\en-US\pnpui.dll.mui
0x9c0c59f10ab0	\Windows\System32\pnpui.dll
0x9c0c59f10dd0	\Windows\System32\en-US\rasmbmgr.dll.mui
0x9c0c59f110f0	\Windows\System32\pnppolicy.dll
0x9c0c59f11280	\Windows\System32\en-US\sppnp.dll.mui
0x9c0c59f11410	\Windows\System32\ReAgentTask.dll
0x9c0c59f115a0	\Windows\System32\en-US\ReAgentTask.dll.mui
0x9c0c59f11730	\Windows\System32\regidle.dll
0x9c0c59f118c0	\Windows\System32\en-US\regidle.dll.mui
0x9c0c59f11a50	\Windows\System32\en-US\msra.exe.mui
0x9c0c59f11d70	\$Directory
0x9c0c59f12090	\Windows\System32\en-US\srrstr.dll.mui
0x9c0c59f12220	\Windows\System32\en-US\WpcMon.exe.mui
0x9c0c59f123b0	\Windows\System32\Themes.SsfDownload.ScheduledTask.dll
0x9c0c59f12540	\Windows\System32\en-US\Themes.SsfDownload.ScheduledTask.dll.mui
0x9c0c59f12860	\$Directory
0x9c0c59f12b80	\Windows\System32\en-US\srchadmin.dll.mui
0x9c0c59f12d10	\Windows\System32\tzsyncres.dll
0x9c0c59f131c0	\Windows\System32\en-US\shell32.dll.mui
0x9c0c59f13670	\Windows\System32\WpcMon.exe
0x9c0c59f13b20	\Windows\System32\srchadmin.dll
0x9c0c59f14610	\Windows\System32\WpcRefreshTask.dll
0x9c0c59f14930	\$Directory
0x9c0c59f14ac0	\Windows\System32\srrstr.dll
0x9c0c59f14c50	\Windows\System32\UsbTask.dll
0x9c0c59f15290	\Windows\System32\en-US\profsvc.dll.mui
0x9c0c59f15420	\Windows\System32\wer.dll
0x9c0c59f155b0	\Windows\System32\BFE.DLL
0x9c0c59f158d0	\Windows\System32\wininet.dll
0x9c0c59f15bf0	\Windows\System32\en-US\wininet.dll.mui
0x9c0c59f15d80	\Windows\System32\WofTasks.dll
0x9c0c59f16230	\$Directory
0x9c0c59f163c0	\Windows\System32\en-US\wer.dll.mui
0x9c0c59f166e0	\Windows\System32\en-US\tzsyncres.dll.mui
0x9c0c59f16870	\$Directory
0x9c0c59f16a00	\$Directory
0x9c0c59f17360	\$Directory
0x9c0c59f17680	\Windows\System32\en-US\UsbTask.dll.mui
0x9c0c59f18170	\Windows\System32\dsregcmd.exe
0x9c0c59f19110	\Windows\System32\en-US\WofTasks.dll.mui
0x9c0c59f192a0	\$Directory
0x9c0c59f19430	\$Directory
0x9c0c59f198e0	\Windows\System32\en-US\dsregcmd.exe.mui
0x9c0c59f19d90	\$Directory
0x9c0c59f1a240	\Windows\System32\en-US\WorkFoldersShell.Dll.mui
0x9c0c59f1a3d0	\$Directory
0x9c0c59f1aa10	\$Directory
0x9c0c59f1aba0	\Windows\System32\dsregtask.dll
0x9c0c59f1ad30	\Windows\System32\en-US\dsregtask.dll.mui
0x9c0c59f1aec0	\$Directory
0x9c0c59f1b500	\$Directory
0x9c0c59f1b690	\$Directory
0x9c0c59f1bb40	\$Directory
0x9c0c59f1c310	\$Directory
0x9c0c59f1d120	\$Directory
0x9c0c59f1d5d0	\$Directory
0x9c0c59f1da80	\$Directory
0x9c0c59f1dc10	\$Directory
0x9c0c59f1e570	\$Directory
0x9c0c59f1ebb0	\$Directory
0x9c0c59f1ed40	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_3_for_KB5031988~31bf3856ad364e35~amd64~~10.0.4682.1.cat
0x9c0c59f1eed0	\$Directory
0x9c0c59f1f380	\$Directory
0x9c0c59f1f510	\$Directory
0x9c0c59f1f830	\$Directory
0x9c0c59f1fe70	\$Directory
0x9c0c59f20320	\$Directory
0x9c0c59f207d0	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_6_for_KB5031988~31bf3856ad364e35~amd64~~10.0.4682.1.cat
0x9c0c59f20af0	\$Directory
0x9c0c59f21130	\$Directory
0x9c0c59f212c0	\$Directory
0x9c0c59f22d50	\$Directory
0x9c0c59f239d0	\$Directory
0x9c0c59f23b60	\$Directory
0x9c0c59f24e20	\$Directory
0x9c0c59f25dc0	\$Directory
0x9c0c59f260e0	\$Directory
0x9c0c59f27d00	\$Directory
0x9c0c59f28ca0	\$Directory
0x9c0c59f29ab0	\$Directory
0x9c0c59f2abe0	\$Directory
0x9c0c59f2b3b0	\$Directory
0x9c0c59f2b540	\$Directory
0x9c0c59f2b860	\$Directory
0x9c0c59f2bb80	\$Directory
0x9c0c59f2bd10	\$Directory
0x9c0c59f2c350	\$Directory
0x9c0c59f2d2f0	\$Directory
0x9c0c59f2d480	\$Directory
0x9c0c59f2d610	\$Directory
0x9c0c59f2dac0	\$Directory
0x9c0c59f2dde0	\$Directory
0x9c0c59f2e420	\$Directory
0x9c0c59f2e5b0	\$Directory
0x9c0c59f2f0a0	\$Directory
0x9c0c59f2f870	\$Directory
0x9c0c59f2fa00	\$Directory
0x9c0c59f30360	\$Directory
0x9c0c59f30680	\$Directory
0x9c0c59f30810	\$Directory
0x9c0c59f309a0	\$Directory
0x9c0c59f31490	\$Directory
0x9c0c59f317b0	\$Directory
0x9c0c59f31df0	\$Directory
0x9c0c59f322a0	\$Directory
0x9c0c59f32430	\$Directory
0x9c0c59f328e0	\$Directory
0x9c0c59f32d90	\$Directory
0x9c0c59f33560	\$Directory
0x9c0c59f336f0	\$Directory
0x9c0c59f33ec0	\$Directory
0x9c0c59f34820	\$Directory
0x9c0c59f34b40	\$Directory
0x9c0c59f34cd0	\$Directory
0x9c0c59f35630	\$Directory
0x9c0c59f35950	\$Directory
0x9c0c59f35e00	\$Directory
0x9c0c59f362b0	\$Directory
0x9c0c59f36440	\$Directory
0x9c0c59f368f0	\$Directory
0x9c0c59f36a80	\$Directory
0x9c0c59f386a0	\$Directory
0x9c0c59f394b0	\$Directory
0x9c0c59f39960	\$Directory
0x9c0c59f39af0	\$Directory
0x9c0c59f3a2c0	\$Directory
0x9c0c59f3a770	\$Directory
0x9c0c59f3ac20	\$Directory
0x9c0c59f3b8a0	\$Directory
0x9c0c59f3c520	\$Directory
0x9c0c59f3c6b0	\$Directory
0x9c0c59f3ccf0	\$Directory
0x9c0c59f3d1a0	\$Directory
0x9c0c59f3d7e0	\$Directory
0x9c0c59f3d970	\$Directory
0x9c0c59f3e140	\$Directory
0x9c0c59f3e780	\$Directory
0x9c0c59f3eaa0	\$Directory
0x9c0c59f3edc0	\$Directory
0x9c0c59f3f400	\$Directory
0x9c0c59f3f720	\$Directory
0x9c0c59f3f8b0	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-Typelibs~31bf3856ad364e35~amd64~~10.0.19041.1.cat
0x9c0c59f40e90	\$Directory
0x9c0c59f84690	\$Directory
0x9c0c59f857c0	\$Directory
0x9c0c59f85950	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Hello-Face-Migration-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.cat
0x9c0c59f86760	\$Directory
0x9c0c59f87a20	\$Directory
0x9c0c59f87d40	\$Directory
0x9c0c59f88e70	\$Directory
0x9c0c59f89190	\$Directory
0x9c0c59f8a2c0	\$Directory
0x9c0c59f8a5e0	\$Directory
0x9c0c59f8adb0	\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
0x9c0c59f8b0d0	\$Directory
0x9c0c59f8b580	\$Directory
0x9c0c59f8bd50	\$Directory
0x9c0c59f8c200	\$Directory
0x9c0c59f8ce80	\$Directory
0x9c0c59f8e910	\$Directory
0x9c0c59f90210	\$Directory
0x9c0c59f90530	\Windows\Microsoft.NET\assembly\GAC_64\mscorlib\v4.0_4.0.0.0__b77a5c561934e089\mscorlib.dll
0x9c0c59f90b70	\$Directory
0x9c0c59f90d00	\$Directory
0x9c0c59f91340	\$Directory
0x9c0c59f91660	\$Directory
0x9c0c59f93730	\$Directory
0x9c0c59f938c0	\$Directory
0x9c0c59f93a50	\$Directory
0x9c0c59f94540	\Windows\System32\Sysprep\ActionFiles\Respecialize.xml
0x9c0c59f95670	\$Directory
0x9c0c59f95cb0	\$Directory
0x9c0c59f962f0	\$Directory
0x9c0c59f96480	\$Directory
0x9c0c59f967a0	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Quick\{6B2A2E0C-8CED-4E65-A205-5F2AF572E8A6}
0x9c0c59f97100	\$Directory
0x9c0c59f97290	\$Directory
0x9c0c59f978d0	\$Directory
0x9c0c59f97a60	\$Directory
0x9c0c59f97bf0	\$Directory
0x9c0c59f980a0	\$Directory
0x9c0c59f983c0	\$Directory
0x9c0c59f986e0	\$Directory
0x9c0c59f9a300	\$Directory
0x9c0c59f9a940	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Portable-Devices-merged-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.cat
0x9c0c59f9ba70	\$Directory
0x9c0c59f9bd90	\$Directory
0x9c0c59f9c240	\$Directory
0x9c0c59f9d690	\$Directory
0x9c0c59f9e950	\$Directory
0x9c0c59f9f440	\$Directory
0x9c0c59f9f8f0	\Windows\assembly\NativeImages_v4.0.30319_64\mscorlib\4bc5e5252873c08797895d5b6fe6ddfd\mscorlib.ni.dll
0x9c0c59fa0890	\$Directory
0x9c0c59fa0bb0	\$Directory
0x9c0c59fa1830	\$Directory
0x9c0c59fa1b50	\$Directory
0x9c0c59fa1ce0	\$Directory
0x9c0c59fa1e70	\$Directory
0x9c0c59fa27d0	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.GroupPolicy.Reporting\v4.0_2.0.0.0__31bf3856ad364e35\Microsoft.GroupPolicy.Reporting.dll
0x9c0c59fa2c80	\$Directory
0x9c0c59fa3900	\Windows\Microsoft.NET\assembly\GAC_64\Microsoft.GroupPolicy.Interop\v4.0_2.0.0.0__31bf3856ad364e35\Microsoft.GroupPolicy.Interop.dll
0x9c0c59fa4bc0	\$Directory
0x9c0c59fa5200	\Windows\WinSxS\amd64_system.directoryservices_b03f5f7f11d50a3a_4.0.15805.451_none_a970a046d7a14389\System.DirectoryServices.dll
0x9c0c59fa56b0	\$Directory
0x9c0c59fa5840	\Windows\Microsoft.NET\assembly\GAC_MSIL\SecurityAuditPoliciesSnapIn\v4.0_10.0.0.0__31bf3856ad364e35\SecurityAuditPoliciesSnapIn.dll
0x9c0c59fa7460	\$Directory
0x9c0c59fa7910	\$Directory
0x9c0c59fa7dc0	\$Directory
0x9c0c59fa8270	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Security.ApplicationId.PolicyManagement.PolicyManager\v4.0_10.0.0.0__31bf3856ad364e35\Microsoft.Security.ApplicationId.PolicyManagement.PolicyManager.dll
0x9c0c59fa8590	\$Directory
0x9c0c59fa8bd0	\$Directory
0x9c0c59fa8ef0	\$Directory
0x9c0c59fa93a0	\$Directory
0x9c0c59faa7f0	\$Directory
0x9c0c59faa980	\$Directory
0x9c0c59fab2e0	\$Directory
0x9c0c59fab470	\$Directory
0x9c0c59fad220	\$Directory
0x9c0c59fad3b0	\$Directory
0x9c0c59fad540	\$Directory
0x9c0c59fae350	\$Directory
0x9c0c59fae800	\$Directory
0x9c0c59fae990	\$Directory
0x9c0c59faf160	\$Directory
0x9c0c59faf930	\$Directory
0x9c0c59fb05b0	\$Directory
0x9c0c59fb13c0	\$Directory
0x9c0c59fb1b90	\$Directory
0x9c0c59fb2b30	\$Directory
0x9c0c59fb2cc0	\$Directory
0x9c0c59fb3170	\$Directory
0x9c0c59fb4430	\$Directory
0x9c0c59fb4750	\$Directory
0x9c0c59fb4a70	\$Directory
0x9c0c59fb53d0	\$Directory
0x9c0c59fb56f0	\$Directory
0x9c0c59fb5880	\$Directory
0x9c0c59fb5d30	\$Directory
0x9c0c59fb6370	\$Directory
0x9c0c59fb69b0	\$Directory
0x9c0c59fb6b40	\$Directory
0x9c0c59fb6cd0	\$Directory
0x9c0c59fb7ae0	\$Directory
0x9c0c59fb8440	\$Directory
0x9c0c59fb85d0	\$Directory
0x9c0c59fb8760	\$Directory
0x9c0c59fb9bb0	\$Directory
0x9c0c59fba510	\$Directory
0x9c0c59fbbc80	\$Directory
0x9c0c59fbbe10	\$Directory
0x9c0c59fbc2c0	\$Directory
0x9c0c59fbd710	\$Directory
0x9c0c59fbeb60	\$Directory
0x9c0c59fbfc90	\$Directory
0x9c0c59fc0140	\$Directory
0x9c0c59fc02d0	\$Directory
0x9c0c59fc05f0	\$Directory
0x9c0c59fc0780	\$Directory
0x9c0c59fc0910	\$Directory
0x9c0c59fc0aa0	\$Directory
0x9c0c59fc0c30	\$Directory
0x9c0c59fc10e0	\$Directory
0x9c0c59fc1400	\$Directory
0x9c0c59fc1bd0	\$Directory
0x9c0c59fc1ef0	\$Directory
0x9c0c59fc2210	\$Directory
0x9c0c59fc29e0	\$Directory
0x9c0c59fc3660	\$Directory
0x9c0c59fc3b10	\$Directory
0x9c0c5a046870	\Windows\SysWOW64\drivers\DumpIt.sys
0x9c0c5a1841e0	\$Directory
0x9c0c5a185630	\$Directory
0x9c0c5a185c70	\$Directory
0x9c0c5a186440	\$Directory
0x9c0c5a1868f0	\$Directory
0x9c0c5a186da0	\$Directory
0x9c0c5a1870c0	\$Directory
0x9c0c5a187250	\$Directory
0x9c0c5a187570	\$Directory
0x9c0c5a1886a0	\$Directory
0x9c0c5a188830	\$Directory
0x9c0c5a188b50	\$Directory
0x9c0c5a189af0	\$Directory
0x9c0c5a18aa90	\$Directory
0x9c0c5a18b260	\$Directory
0x9c0c5a18c200	\$Directory
0x9c0c5a18ce80	\$Directory
0x9c0c5a18d4c0	\$Directory
0x9c0c5a18d970	\$Directory
0x9c0c5a18dc90	\$Directory
0x9c0c5a18e780	\$Directory
0x9c0c5a18eaa0	\$Directory
0x9c0c5a18ec30	\$Directory
0x9c0c5a18edc0	\$Directory
0x9c0c5a18f720	\$Directory
0x9c0c5a18fbd0	\$Directory
0x9c0c5a18fef0	\$Directory
0x9c0c5a190530	\$Directory
0x9c0c5a1906c0	\$Directory
0x9c0c5a1909e0	\$Directory
0x9c0c5a190d00	\$Directory
0x9c0c5a1914d0	\$Directory
0x9c0c5a191660	\$Directory
